Age,Gender,Height,Weight,Activity_Level,Daily_Steps,Exercise_Hours,Sleep_Hours,Stress_Level,Calorie_Intake,Protein_Intake,Water_Intake,Family_History,BMI,BMI_Category
69,2,1.63,80.65950739567279,3,8409,2.2861541936205816,7.620152354835551,5,2563.03874376742,42.3332168776147,2.0238168889642645,0,30.35850329168309,1
43,0,1.81,78.18983643574529,3,5327,0.8125993963242448,5.6867124597822,4,2061.3830628574738,78.07455970951122,2.970697513226565,0,23.86674290642694,0
26,0,1.65,67.94577829905835,3,7047,0.8490442681739866,5.418044666700862,5,1781.157769308851,80.95746641323217,2.016720500988775,0,24.957127015264778,0
43,1,1.67,60.786903190711314,2,5836,2.0590126269976117,7.242029838818354,3,2232.6417717466743,67.07532157796761,1.4291649877790347,0,21.79601390896458,0
41,1,1.86,47.3264213955586,1,5327,0.4251888622339838,7.001048676335762,1,2047.4767942860103,46.93703028530507,1.3716271742449408,0,13.679737945299628,3
36,0,1.61,66.79711588139412,3,12424,0.4249221603375427,6.617534173868717,2,2451.1978965748067,36.979822770258664,4.457222895834693,0,25.769498044594773,2
68,2,1.66,64.26285196697074,3,3928,2.21346140112065,9.122445537244994,7,2037.513809349934,67.2797399484068,1.9591330004085705,0,23.3208201360759,0
18,1,1.59,64.0752727507817,1,4688,1.667146571275321,6.473977708181819,8,1931.2351845339224,70.66439952305237,2.810984318040228,1,25.34522872939429,2
21,1,1.66,59.137031228499865,1,6577,0.6318831262474562,7.495478602363924,2,2261.0029722692225,41.37748153576317,1.928586213661608,0,21.46067325754822,0
40,2,1.81,53.80463481987334,1,795,3.469320506192435,8.457734035259103,1,1990.712524809028,94.1771809228261,0.5511970398385846,1,16.423379878475426,3
19,1,1.5,67.9584162988568,1,3388,0.9770090581454047,8.654537900166673,6,2345.4276123394197,35.55610521035509,2.8863045587166507,0,30.20374057726969,1
42,0,1.63,82.90406118947686,3,6640,2.2991036655208306,5.494363162654944,1,2153.088916874697,32.38688653002532,1.604296123285009,0,31.20330505080239,1
19,0,1.65,77.97837544344438,1,4471,0.30127241136811317,9.011967879550202,7,1734.8666633407195,68.11502808905443,2.5930553296558836,0,28.642194836894173,2
41,0,1.69,58.21327607959937,3,2920,1.3028902420146757,7.561877664176468,2,1685.3514997754971,59.47517264254557,3.739560444944857,0,20.38208608928237,0
59,1,1.81,66.56299836158598,2,3280,2.2243481238783342,5.9092942362626975,1,1925.7444093345487,40.209781662938916,2.341628346693927,0,20.317755368146877,0
41,2,1.82,84.27992939564898,1,8084,1.63276768141393,4.710172207453381,10,1982.6285277986644,62.174061221717714,2.2322618877793357,0,25.44376566708398,2
33,2,1.41,70.80751401299939,3,3951,1.8162237405957624,9.035285161328332,4,1892.1688177925294,53.0182472639392,3.120562188798338,1,35.6156702444542,1
34,0,1.49,82.51550015276017,3,6555,0.7852998555544259,6.608459120129806,8,2040.4954162459067,81.704668265306,2.637588343558102,0,37.167470002594555,1
35,1,1.74,88.34446193435156,3,7783,1.2096738376859917,6.224067324849441,5,2422.804232055674,98.96556964851575,2.044740339150981,0,29.17970073138841,2
27,0,1.45,48.621015000087795,2,4949,0.9300969498117595,5.490826160374756,5,1684.7264126515438,59.47972668919828,2.6639503127755644,0,23.125334126082183,0
41,2,1.68,62.616227354738086,2,5876,1.888925311658333,8.750654371575454,10,2486.3325673363147,58.07682710857334,2.1492020229050013,0,22.185454703351084,0
20,0,1.78,92.91272943826603,3,12254,1.6446012874539733,7.163003246601026,2,1487.3697082461263,47.51466640343657,2.8299908894704826,1,29.32481045267833,2
55,1,1.73,52.26383827504152,1,3899,1.3219224240884357,6.080816964273421,9,1883.6895320192048,58.96466227505658,2.368694935010824,1,17.462607596325142,3
28,2,1.56,62.198789403755185,3,5411,1.2614153083416733,8.361242152625884,3,2010.7683649303099,79.8581220568082,1.7077287005071131,0,25.55834541574424,2
62,1,1.74,79.58331480565887,1,8051,1.687752617789899,8.512781237167873,6,2459.5066403722744,62.9227923180277,2.3889278894025545,1,26.285940945190536,2
68,2,1.67,77.20070529649985,1,4276,1.67355332252397,7.043117234402226,7,2383.5355587821896,69.78802040639219,1.1752178102872255,0,27.6814175110258,2
51,1,1.65,78.28725491495908,2,7345,1.2105413413340818,7.911844764574809,6,2055.9827369469076,62.63318744835762,2.7859586438641983,0,28.755649188231068,2
44,1,1.81,89.653486170556,1,4533,3.885500632041468,4.442369996134413,1,2414.8713303394397,58.03442389501506,1.0753318315621474,1,27.365918674813344,2
40,0,1.68,56.625974247165715,0,9246,1.2667071092676727,7.695585786085648,4,2173.3450672643417,40.79543401993658,3.110720129796101,1,20.063057768978783,0
61,1,1.68,84.49901253455364,1,2186,0.646445236969895,8.346832808140512,2,1938.0298494706012,41.22690863714334,3.5106352228512816,1,29.938709089623604,2
33,2,1.75,81.85129828730676,2,7149,1.8062949571742253,7.294781754552205,9,2212.7011272765535,38.608117009960544,2.9243155634280193,0,26.726954542794044,2
65,1,1.77,60.069669541139746,1,2366,1.0623989394659532,5.2331550355291405,2,2741.683838681798,52.56200732989073,3.216465065725962,1,19.17382282905287,0
55,1,1.54,74.63734534352805,3,4572,1.1634140934178128,5.262452966211185,4,2355.024274861756,50.08939127614297,3.2161988432810587,0,31.471304327680915,1
30,0,1.71,59.975699851576266,1,5297,2.307910048791982,7.934964709981905,7,2105.5673203719307,61.99171047396233,3.6911873459734226,0,20.510823792475044,0
58,0,1.91,93.97795877435549,1,7398,4.313363652739962,6.69211805557887,6,1940.614062029501,79.75917340096778,2.7809405389173527,1,25.760795694842656,2
28,0,2.03,59.52635629694763,2,4676,1.1447956269480253,10.0,2,1606.6336969474655,77.9766742924753,2.157210367830183,0,14.444989273446977,3
68,2,2.16,68.81530321897708,3,2470,0.8881361300238182,7.52763201489057,10,1855.0440613101878,83.6098014493505,1.6419640358983612,1,14.749507720116828,3
41,0,1.48,78.36677727839958,1,8617,1.0739926244987414,9.671243819449964,2,2179.9351567894187,77.00320161754058,1.6059456738538418,0,35.77738188385664,1
38,2,1.47,86.23953626096254,1,4206,3.4015405437549373,8.913466723938662,2,2097.1400382817837,55.62765031509765,1.3446561529735668,1,39.90908244757395,1
64,0,1.69,45.0,1,6587,0.8688255243665243,5.320495158060784,2,2515.029644094316,83.06417340111062,1.5156007599917025,0,15.75575084905991,3
27,2,1.62,46.21987864452274,1,4355,0.5346540867498426,7.636210628618485,8,2450.2279371902932,72.7533261317024,2.2559435059144985,0,17.611598325149647,3
54,2,1.65,70.17547423173926,2,11191,1.5260427737263087,8.948107755915695,4,1978.5196221757808,59.44166645235238,3.0093406805458858,0,25.776115420289905,2
52,0,1.71,77.86406626159973,1,3763,0.7837755792900738,4.0,2,1536.6606519180598,67.55143623902816,1.0149108410278278,0,26.628386943538093,2
40,0,1.74,91.62274225106275,3,3400,1.4348737534009752,6.023929693982366,5,1969.146751059179,59.598084800465045,2.9679276906703773,1,30.262499092040805,1
66,2,1.62,77.96348985258572,1,7123,1.844312294805324,5.285492630904274,5,1444.7178926314195,74.15195762798051,2.739699435654892,0,29.707167296367057,2
50,1,1.53,71.07050345522171,3,4730,2.6579236670955093,8.041350115728974,3,2179.2200209549574,70.51759113466348,2.2917055476480055,1,30.36033297245577,1
41,0,1.91,72.40392263574195,1,6038,0.3509152866314891,4.534388926617913,9,2319.0697158158055,93.69193448904018,2.2878778513013796,0,19.847022459839902,0
25,0,1.69,94.03765773814693,1,7744,1.8243543269609588,7.087602208154002,5,2026.8824479782827,42.27909025051798,2.395008476020192,0,32.92519790558697,1
40,0,1.45,87.82350569431065,1,8448,0.9388143491692309,8.892730619401163,5,1924.1942935997108,65.88126794551304,2.3677723185508674,0,41.77098962868521,1
21,1,1.78,60.17113339273624,2,3241,0.15141296881260097,7.595257998773208,2,2094.860022861368,59.00414393860295,2.5640038892912975,0,18.991015462926473,0
61,0,1.9,66.89516725293768,3,7283,0.7257592922962613,7.792488151315424,4,2419.2244109181115,58.87283749784975,2.0947257213640804,0,18.530517244581077,0
30,2,1.71,78.71246695255816,1,11626,1.7723741323799236,8.741023743545687,9,1626.8410293826146,49.60642203306139,1.9971149141015618,1,26.918527735904437,2
56,0,1.83,83.80017312795121,3,7702,0.40898434486158136,6.624521932400509,2,2740.4156546689483,31.617236267644998,2.1167567501008326,0,25.02319362416053,2
24,2,1.56,66.6376232248825,1,2575,1.4744597773924186,6.996874303869724,5,1814.6561962230153,88.44741574694342,3.6959824588368204,0,27.382323810356056,2
41,0,1.64,79.54028023493979,1,4664,0.8564948545702891,6.694629459846458,1,1510.5497535847505,83.71431442354803,1.4939832674803954,0,29.573274923758106,2
30,1,1.52,82.40074950617284,3,8413,0.3242967664687364,8.236022245897527,3,1401.8793072285634,65.61084854771359,3.3593682947313046,1,35.66514434997093,1
19,0,1.52,100.08858580256555,1,7047,1.2560013273970012,5.978669076941378,9,1901.9491120813595,42.1535768740185,3.3743984491837833,0,43.32089066939298,1
33,2,1.65,58.61530852991132,0,5208,1.2338846854562011,8.170117269574874,5,1929.0258947812576,54.054092474282925,2.7976251895922912,0,21.52995721943483,0
29,0,1.75,70.63790879783943,1,4980,0.2561680020398774,5.214027141731949,1,1745.5703901982306,35.98471053447372,4.009020214244753,0,23.065439607457773,0
52,0,1.53,78.76958461209571,2,5996,1.2421889539192286,6.851665520213286,8,2532.263751241406,63.9039833755159,2.2470299629727135,1,33.64927361788018,1
32,1,1.63,85.68407234258817,1,6300,0.13857935844373245,6.672623254385745,1,2417.062264705194,68.36715459527794,2.5072468338903664,0,32.24964144024546,1
42,1,1.5,65.85731696761076,3,5532,1.6883117311426428,7.080982627668689,4,1718.1993818543738,57.83868666417577,1.6532136800112247,0,29.269918652271446,2
40,2,1.79,92.15981878803245,3,961,1.0966527167731115,4.779573852688805,8,1820.4519149850992,33.885272139474395,2.0036115305686613,0,28.763090661350287,2
33,1,1.83,77.40860971574797,2,6007,0.2568768313427112,8.368652873888749,6,1686.8081480005226,56.86559269001954,2.410044763400936,0,23.11463755733165,0
24,2,1.85,93.11713962691503,2,5208,0.7193801472628503,4.0,5,1836.1266655242553,65.8770600810382,1.46476190185811,0,27.207345398660344,2
67,1,1.73,74.77035226240507,3,7448,0.14055161781562664,10.0,7,1883.1210179423622,68.3074999767232,3.264085997019798,0,24.98257618443819,0
46,0,1.78,82.41893622481648,3,5708,1.4503660429002383,5.903977054294329,2,1520.2590540658962,53.89915375430124,2.4381601386936333,0,26.01279391011756,2
51,2,1.84,52.35867129889856,2,5310,2.3393525355688745,6.80422738015451,1,1818.6982785310065,58.8627390627268,3.2651480106292476,0,15.465108488568807,3
34,1,1.79,45.0,1,6464,0.43910828503527677,4.3320537501852945,6,1765.4862438164093,73.19388881979549,2.924991770548533,0,14.044505477357136,3
67,2,1.9,79.21769343404179,2,3685,1.6290479543753835,10.0,2,1765.6938712205329,54.442405474657214,1.792584139305375,0,21.94395940001158,0
49,2,1.69,110.45450165513077,3,7053,0.5663966607012303,7.3025508398748205,10,2173.8327718601786,62.215489878401655,2.1613322079212325,0,38.673191294118126,1
63,1,1.65,54.89170229994258,2,8282,1.0220626092258867,7.42386992573245,5,1611.9324082498106,63.512063206699445,2.397100852462049,1,20.1622414324858,0
42,0,1.65,100.94836731779753,3,6750,0.7027533679616191,7.410050118957887,3,1872.7402933915666,45.8977662834493,3.5346887783212826,1,37.07929010754731,1
20,2,1.63,77.44004998496298,2,3859,0.3864835404590273,6.650659880144352,8,2248.536354708532,46.09930346261728,3.4015877316613565,0,29.146768785036315,2
27,1,1.64,85.79755936307086,3,9616,2.6165846868554423,6.085325643520926,6,2069.2800322489984,63.54637014393673,3.0788960723821224,0,31.89974693748917,1
33,2,1.82,73.40907136442942,1,9054,0.9255927732935219,5.587615723974031,10,2067.4054177255657,73.98886247809635,1.507143986946878,0,22.161898129582603,0
38,0,1.44,52.11515528144858,2,9156,1.3381143428488778,5.7463567974686365,3,2037.9347068470388,49.68093918804259,3.8029209180654764,0,25.132694483723274,2
51,0,1.98,65.62815679598921,2,8069,0.5724685335694922,6.994938313883572,10,2284.347740851165,70.2305167506589,0.5585059959605863,0,16.740168553206104,3
66,2,1.82,65.42484209785496,3,2721,1.8186059242906072,8.047374870666724,6,1692.7439527012384,87.81138849501282,3.354723586867747,0,19.751491999110904,0
23,2,1.79,69.4168983589342,1,8721,0.3610208878510127,7.522966516501331,2,2153.5213007237016,47.17004228416113,3.680891504117774,0,21.665022427182112,0
62,2,1.95,90.49445920729208,2,5512,1.6950756652920744,6.200948740507133,5,2272.7648499359384,81.42047227852183,2.569933880731687,0,23.798674347742825,0
58,0,1.72,68.035194832538,1,5134,1.118768822072075,8.219435668548474,8,1969.9537770560141,56.94489374734551,1.8854121892704074,1,22.997294088878448,0
27,0,1.58,92.40332855377859,3,5401,1.3309971836425178,6.74612367391554,2,1272.7279219181175,73.26068094541574,3.0157907279647036,0,37.01463249230034,1
28,2,1.66,71.12398919689247,2,8316,1.7287571559206545,8.881535302859069,5,2238.279403886548,41.18565865246126,2.7054905525166406,0,25.810708810020493,2
42,1,1.5,50.77302276141736,3,8911,0.8219421492253692,6.1872475184970375,7,2140.999478228951,88.72068458996988,3.2084475052927006,1,22.56578789396327,0
66,1,1.36,54.93189763184651,2,7378,0.43036479129114363,6.673403523267329,9,1865.4859342838354,90.15013933950002,3.7389036944738763,0,29.69933911756407,2
41,2,1.54,95.95839633838145,1,6142,0.6748613181064793,5.801211990024619,4,2036.8010947984387,84.3701768770434,2.7261554911812205,1,40.461459073360366,1
45,0,1.66,70.62283096626683,0,2092,1.1123668622236846,5.896212326015748,1,2379.373513201539,53.05252700292802,1.9376453427578104,0,25.628839804858046,2
60,2,1.38,54.63895560320684,3,5343,0.9490618221335694,5.905817955835392,5,2356.443720412095,68.05115434518692,3.0357731499193035,0,28.69090296324661,2
59,0,1.67,65.34675251523807,2,8574,0.9427705104166413,7.725138232171905,1,1872.0718924660498,61.344933766623896,3.4492547027646956,1,23.43101312891752,0
54,0,1.58,63.96294127435755,2,6509,1.1886908500010378,9.118330833123144,7,2110.256690752811,50.75669169890088,2.7729207736306765,0,25.622072293846152,2
21,1,1.58,67.4684549385168,1,7396,1.660732332737214,6.6468765671301675,9,2395.1345202019597,58.22897209513382,1.014701570693984,0,27.026299847186664,2
20,0,1.61,83.18725761843022,2,3900,0.9637913922237343,6.449763382277968,9,1764.7892375018077,69.12958244810991,1.7005085453980573,0,32.09261124896039,1
34,1,2.0,81.43996532729852,3,6956,0.9025661129703327,5.986807832716333,7,2140.867750805878,44.901585133681465,2.343021388869701,1,20.35999133182463,0
64,0,1.61,66.0845044148069,2,5519,3.0424324013230652,6.226503949236683,1,2217.0831761686622,70.01191172458968,1.6515370756432144,1,25.494581387603446,2
44,2,1.83,69.31005120242507,1,3153,0.7221420760875801,5.018490256202245,3,1839.4015442138232,58.64200076543759,2.7323862313983103,0,20.696363343911454,0
65,1,1.73,82.69658697264124,2,5351,2.1681096554701678,6.209866851017514,4,2101.854345145652,50.313429740451475,1.8625073238546874,0,27.63092217335736,2
50,1,1.71,86.18106296018102,1,3785,0.8727952907453,8.191575126968766,8,2220.291402668449,50.26003032119409,2.558185725959676,1,29.472679785294975,2
67,1,1.63,63.993180393219546,2,6090,0.5132684596599355,7.357553474102177,9,2292.559288934729,67.51641254909768,2.6327071316191204,0,24.085656363890077,0
64,0,1.85,97.1108407873212,1,5119,1.0468109863267907,8.429311820804408,3,2429.65104305739,55.92713286762926,3.4810960162607287,0,28.374241281905388,2
21,0,1.87,61.56001789778247,1,3672,2.1930587331329643,6.676752696520196,6,1933.9416118976128,28.982179103460115,2.8164233412100383,0,17.604168806023182,3
66,1,1.51,92.38522867345735,3,6302,1.4571377565024248,7.43309859207994,7,2095.7523531257543,80.10675669034717,1.187379271247979,1,40.51806002958526,1
26,1,1.72,87.74575134606917,1,4561,1.3522830035781246,8.488691247241789,3,2227.4318595552413,58.691766023765254,2.2413018030023535,1,29.659867274901696,2
25,1,1.53,86.58032343005135,1,9828,0.7823104484263301,7.220189517978324,7,2245.5891985339695,41.92494718351459,2.911550819914074,0,36.98591286686802,1
64,1,1.86,82.67886136543912,1,5579,0.43266810117448357,9.116398569619406,10,1657.7661773942327,60.10204647589157,2.8161428911547173,1,23.898387491455402,0
46,0,1.54,83.38154676840941,1,8293,0.5625444343039481,6.84568443386251,5,2047.95691759922,44.58487288611063,3.3859954886052903,0,35.158351648005315,1
45,1,1.57,65.30659035234295,1,10438,0.5046926921553809,5.358120190670607,2,1721.3060137032126,27.658484529377752,3.5472050489020246,0,26.494620614362834,2
28,0,1.77,70.91358448133563,1,5812,2.939390485110239,10.0,7,1710.6787236164923,53.54765046612245,2.5347049643392947,0,22.63512543692286,0
60,2,1.68,72.74091120844736,1,4215,2.2738564919901427,9.423374235322347,4,2454.3910719741075,90.53517478558135,2.5195660186711217,0,25.772715139047396,2
43,2,1.76,48.490539703341355,1,2372,1.1303848070545206,5.232005365793126,10,2209.0863213532207,54.99270765365985,3.321187246310649,1,15.65422898480803,3
30,2,1.76,73.39046783993656,1,7119,1.7129419156835197,4.0,1,1619.589335149654,61.8499361158581,2.959536848284564,0,23.692687190062166,0
51,1,1.63,56.078177495173364,0,3837,0.13637416705269562,8.121865384176301,8,1843.4294557450535,68.47221224524395,2.997232747367038,0,21.1066195548095,0
39,1,1.83,72.15296220378869,2,9600,1.2449740819558284,6.8730211872273586,6,2076.121898448372,67.01539757648149,3.260050427457543,0,21.545272239776846,0
28,2,1.71,79.0369041186766,3,5142,1.0576347564634359,5.241112586720886,4,2076.582016224069,75.68845073243804,1.4863605395715174,0,27.02948056450758,2
41,2,1.57,78.6070687399531,1,-49,2.404899708544361,7.334858371193739,2,2633.106310346119,42.47183528015087,3.396514120992276,0,31.890571114427807,1
26,1,1.76,92.48709028812578,2,5488,1.7894666296864992,4.0,7,1994.3873730662308,54.17222320366671,3.2868789039902095,0,29.857660862643915,2
59,0,1.84,91.26790569742633,1,7224,1.3685676144223002,9.58886165552856,3,1839.3159984723766,72.84925656938516,2.8605298712933314,0,26.957675359589533,2
57,1,1.81,82.00088201388157,2,7214,0.6917691582255356,7.469678244620896,2,1951.0799108168708,48.82646032790326,2.0273752075179328,0,25.03003022309501,2
20,0,1.68,46.59577999569321,3,6533,3.0374117371183686,7.00462619023754,2,1951.5906880971409,49.35641560570163,1.8013791139741957,0,16.509275792124864,3
25,2,1.59,72.67613097245585,0,7751,0.9435798505836568,4.0,9,1878.0613336311915,39.256995341186624,2.0088046813125877,1,28.7473323731086,2
49,0,1.79,94.51105958832024,1,5534,1.5947615390194163,10.0,4,1674.6398620123846,44.756262383126256,1.7949714143357722,1,29.496913201310896,2
25,0,1.73,58.15409159783172,2,5189,1.744962293937336,8.21835967140883,1,1812.14299033353,60.230684720581586,3.1685674656090335,0,19.43068314939748,0
67,1,1.55,82.19681164476263,3,5565,1.3418650373999201,5.42055238239954,4,2078.7683987005776,62.90384867051316,3.0956285735175806,0,34.213032942669145,1
29,2,1.68,78.98043524099442,1,4543,3.2361490795924883,5.007855606349378,10,1875.6625694689021,50.871208709903684,2.382045358345592,0,27.98343085352694,2
28,1,1.73,80.96552655760944,3,6394,0.8337871941195989,4.0,9,1990.9485000112595,45.0565191566622,2.4569197082839658,0,27.052533181064998,2
52,1,1.89,70.19862028583415,2,7555,0.41046584096292527,6.590470358910971,7,2109.537623594903,36.693618509759034,3.0725227606175203,0,19.651919119239146,0
24,0,1.72,69.90128241346174,1,3979,1.3117528012903799,8.503127824885613,6,2155.159050361704,33.84227825050653,2.5833128842377824,1,23.628070042408652,0
